,lexicon,neighborhood_size,num_homophones,num_phones,num_sylls_est,prob,surprisal,word,mode
0,1,0,0,12,3,-9.700015511948171,9.700015511948171,qC4qLn1jing2,neutral
1,1,9,2,3,1,-3.90002035898123,3.90002035898123,qW1,neutral
2,1,1,1,7,2,-5.970761819080257,5.970761819080257,cA2pin3,neutral
3,1,1,0,6,2,-6.4581898478833715,6.4581898478833715,xW1bi4,neutral
4,1,0,0,17,4,-12.62167281608045,12.62167281608045,dan4zhUng4zhi1qW3,neutral
5,1,0,0,14,3,-10.388954489344234,10.388954489344234,ceng2ming1zhi2,neutral
6,1,7,5,4,1,-3.2857572764911716,3.2857572764911716,chV2,neutral
7,1,15,10,3,1,-2.9887623142306534,2.9887623142306534,ye4,neutral
8,1,0,0,13,3,-9.624595904022842,9.624595904022842,ling1wE2qLng1,neutral
9,1,2,0,6,2,-6.184570180529732,6.184570180529732,sa1pE4,neutral
10,1,5,0,7,2,-5.2180233294875755,5.2180233294875755,zhi1jL4,neutral
11,1,0,0,8,2,-8.23515343135042,8.23515343135042,qu4mang3,neutral
12,1,10,5,4,1,-3.212941278285825,3.212941278285825,sha1,neutral
13,1,0,0,14,3,-9.101115596426359,9.101115596426359,dO1chUng1jing2,neutral
14,1,0,0,8,2,-6.21017439616771,6.21017439616771,ran2wen2,neutral
15,1,0,0,8,2,-6.412922037044948,6.412922037044948,ling2qi3,neutral
16,1,1,0,7,2,-6.205236056082555,6.205236056082555,jM1yun4,neutral
17,1,4,0,6,2,-5.980862346735422,5.980862346735422,gu4tu2,neutral
18,1,1,1,9,2,-5.868698944930604,5.868698944930604,zQ3cheng1,neutral
19,1,10,6,3,1,-3.231760880591664,3.231760880591664,xM2,neutral
20,1,0,0,8,2,-6.916456642271229,6.916456642271229,bi4chan4,neutral
21,1,17,2,3,1,-3.5724853267239514,3.5724853267239514,zu2,neutral
22,1,14,1,5,1,-3.457875377800234,3.457875377800234,dang4,neutral
23,1,19,0,3,1,-3.936749205192013,3.936749205192013,tQ3,neutral
24,1,0,0,17,4,-12.990465997222325,12.990465997222325,chi2lang2jW4lLng1,neutral
25,1,3,0,7,2,-5.837002383722402,5.837002383722402,jLn1fu1,neutral
26,1,12,17,4,1,-2.6852124721018464,2.6852124721018464,zhi4,neutral
27,1,8,0,5,1,-4.158989868376034,4.158989868376034,shun4,neutral
28,1,11,5,3,1,-3.2392967634873258,3.2392967634873258,tW2,neutral
29,1,13,4,3,1,-3.36523413733066,3.36523413733066,hO2,neutral
30,1,9,2,4,1,-3.7897530819399172,3.7897530819399172,zhQ3,neutral
31,1,10,5,3,1,-3.081067294702184,3.081067294702184,fE4,neutral
32,1,0,0,7,2,-6.596018535026877,6.596018535026877,zan4xi1,neutral
33,1,10,3,5,1,-3.3371750586704714,3.3371750586704714,zhen2,neutral
34,1,8,0,5,1,-4.825093096357359,4.825093096357359,rang1,neutral
35,1,15,6,5,1,-3.406166418302915,3.406166418302915,ding4,neutral
36,1,13,4,3,1,-3.4074169899771287,3.4074169899771287,se4,neutral
37,1,0,0,16,4,-11.711694048729004,11.711694048729004,cA2zhong2zu3zhi2,neutral
38,1,11,2,4,1,-3.283435295127901,3.283435295127901,lin2,neutral
39,1,14,7,5,1,-3.082540338409476,3.082540338409476,tong1,neutral
40,1,0,0,12,3,-8.886922920884809,8.886922920884809,yi1zhUng2lM4,neutral
41,1,1,0,6,2,-6.319830734379338,6.319830734379338,mA2ci2,neutral
42,1,15,4,3,1,-3.007770281719251,3.007770281719251,yV3,neutral
43,1,0,0,11,2,-6.460178246374277,6.460178246374277,fang4shang4,neutral
44,1,10,6,6,1,-3.403811118250595,3.403811118250595,cheng4,neutral
45,1,0,0,10,3,-7.10669448731935,7.10669448731935,kA1hO3shi4,neutral
46,1,7,2,5,1,-3.6023415291577296,3.6023415291577296,lLng3,neutral
47,1,4,0,7,2,-5.475888522591695,5.475888522591695,da4chu4,neutral
48,1,11,6,5,1,-3.258609396081624,3.258609396081624,feng2,neutral
49,1,1,0,8,2,-6.73134334960252,6.73134334960252,zong1hI1,neutral
50,1,1,0,7,2,-6.350604161792379,6.350604161792379,pin2jM2,neutral
51,1,0,0,7,2,-6.438756796604047,6.438756796604047,zha4zu2,neutral
52,1,0,0,13,4,-11.996372604552606,11.996372604552606,fa4lLn2qi4bW3,neutral
53,1,0,0,7,2,-7.1324614265105115,7.1324614265105115,ju3zhV2,neutral
54,1,23,21,3,1,-2.700327685539783,2.700327685539783,yi4,neutral
55,1,1,0,8,2,-6.418160566065997,6.418160566065997,qLng2jM2,neutral
56,1,12,3,3,1,-3.2100117264028336,3.2100117264028336,da3,neutral
57,1,12,1,5,1,-4.042170913310411,4.042170913310411,pang4,neutral
58,1,7,0,6,2,-5.561151141815688,5.561151141815688,yu4wu4,neutral
59,1,13,9,4,1,-2.9724943288977257,2.9724943288977257,jin1,neutral
60,1,21,5,3,1,-3.0817951062808984,3.0817951062808984,bi4,neutral
61,1,0,0,11,3,-8.595265242391543,8.595265242391543,tM3pLn4xin4,neutral
62,1,5,0,7,2,-5.531851134501217,5.531851134501217,ya1dLn4,neutral
63,1,0,0,11,3,-8.54171338840013,8.54171338840013,zhi2zA3shi4,neutral
64,1,20,1,3,1,-3.9289546751063087,3.9289546751063087,tu1,neutral
65,1,8,0,7,2,-5.339259787172194,5.339259787172194,wu2zhi1,neutral
66,1,13,13,3,1,-2.764229378752174,2.764229378752174,he2,neutral
67,1,0,0,6,2,-6.706133957241525,6.706133957241525,wE3ye5,neutral
68,1,13,0,3,1,-4.029983600233783,4.029983600233783,sA1,neutral
69,1,0,0,11,3,-9.126990681619988,9.126990681619988,yin2gUn1hO3,neutral
70,1,1,0,7,2,-6.261545025846829,6.261545025846829,kQ3gun3,neutral
71,1,0,0,16,4,-14.073961490658702,14.073961490658702,zhI1zhA4mW4tang2,neutral
72,1,6,0,9,2,-5.572025427717726,5.572025427717726,gong4xLn4,neutral
73,1,4,1,6,2,-5.5625834054213135,5.5625834054213135,gU4zi5,neutral
74,1,10,1,7,2,-4.864663875504316,4.864663875504316,da4jLn4,neutral
75,1,11,5,5,1,-3.218007849195429,3.218007849195429,fang3,neutral
76,1,13,0,3,1,-3.875403225727809,3.875403225727809,cI4,neutral
77,1,0,0,8,2,-7.751002094659683,7.751002094659683,xYng3jM1,neutral
78,1,0,0,12,4,-11.439113948454821,11.439113948454821,yC4jM4ku3ci4,neutral
79,1,0,0,14,4,-10.563653997931839,10.563653997931839,zi4zheng4dI4V3,neutral
80,1,23,6,3,1,-3.2543469289137503,3.2543469289137503,zu3,neutral
81,1,13,15,3,1,-2.910862363426304,2.910862363426304,wE4,neutral
82,1,7,0,8,2,-5.678771632433106,5.678771632433106,ju4xing4,neutral
83,1,10,6,3,1,-3.130851692094163,3.130851692094163,jL4,neutral
84,1,5,1,6,2,-5.811238448842682,5.811238448842682,hQ3lv4,neutral
85,1,0,0,8,2,-7.182095812319555,7.182095812319555,hun3lun2,neutral
86,1,0,0,16,4,-12.163221761669503,12.163221761669503,dLn4man4yang2bu4,neutral
87,1,2,0,6,2,-5.016492464555702,5.016492464555702,fE1zi5,neutral
88,1,0,0,14,4,-12.178527675747763,12.178527675747763,dM2zhi2yi1yan4,neutral
89,1,0,0,10,3,-9.159244436306517,9.159244436306517,men2li3bi4,neutral
